BusinessAge, AnnualRevenue, ExistingLoan, NoOfEmployees, ProfitMargin, LoanAmountRequested, IndustryRisk, DebttoIncomeRatio, LoanTenure, LoanToRevenueRatio, LoanDefault
          2,        160000,            0,            40,         6.59,               41000,            2,              55.0,          0,              25.62,           1
         11,        435000,            1,            48,        26.84,               53000,            3,              81.0,         25,              12.18,           1
         14,        312000,            1,            48,        22.28,              115000,            2,              54.0,         41,              36.86,           1
         13,         81000,            1,            35,        20.18,               14000,            1,              92.0,         10,              17.28,           1
          7,         71000,            1,            44,        18.84,               16000,            2,              53.0,         59,              22.54,           0
          5,         78000,            0,            45,         6.54,               31000,            2,              37.0,          0,              39.74,           1
         14,        474000,            0,            33,        16.52,               64000,            2,              78.0,          0,              13.5 ,           1
          6,        432000,            0,            36,         8.31,              136000,            2,              27.0,          0,              31.48,           1
          8,        430000,            1,            21,        18.44,               77000,            2,              81.0,         40,              17.91,           0
         10,        466000,            0,            38,        15.08,              105000,            1,              54.0,          0,              22.53,           0
         13,        277000,            0,             5,        21.35,               62000,            1,              34.0,          0,              22.38,           0
         14,        161000,            0,             5,        29.53,               61000,            1,              39.0,          0,              37.89,           0
         12,        231000,            0,            21,        12.75,               24000,            1,              37.0,          0,              10.39,           0
          4,        373000,            0,            25,        19.65,               78000,            3,              71.0,          0,              20.91,           1
         13,        444000,            0,            10,        26.34,              158000,            2,              43.0,          0,              35.59,           0
          7,        246000,            0,            19,         5.51,               92000,            2,              42.0,          0,              37.4 ,           1
          6,        291000,            0,            32,        24.61,               56000,            1,              58.0,          0,              19.24,           1
         10,        469000,            1,            18,         9.46,               81000,            2,              61.0,         44,              17.27,           1
          2,         98000,            1,            34,        17.59,               23000,            1,              73.0,         11,              23.47,           1
         15,        438000,            0,            48,        29.77,              142000,            2,              63.0,          0,              32.42,           1
          8,        122000,            1,            15,        29.57,               18000,            1,              70.0,         32,              14.75,           1
         10,        268000,            1,            24,        11.53,               90000,            2,              51.0,         33,              33.58,           1
          9,        148000,            0,             5,         6.56,               38000,            2,              65.0,          0,              25.68,           1
          5,        321000,            1,            32,        28.33,               46000,            1,              53.0,         28,              14.33,           0
         10,        301000,            1,             9,        27.13,               91000,            3,              98.0,         31,              30.23,           1
          4,        221000,            0,             5,        19.63,               64000,            2,              56.0,          0,              28.96,           1
          6,        438000,            0,             5,         3.88,              126000,            1,              33.0,          0,              28.77,           0
          8,        347000,            0,            41,        23.28,              113000,            2,              32.0,          0,              32.56,           0
         11,        375000,            1,            41,         7.34,               58000,            2,              61.0,         19,              15.47,           1
         15,        118000,            0,            34,        28.46,               36000,            3,              73.0,          0,              30.51,           1
          3,        447000,            0,             7,        14.75,              164000,            1,              70.0,          0,              36.69,           0
         10,        125000,            0,            26,        19.61,               32000,            2,              29.0,          0,              25.6 ,           1
         11,        150000,            0,             1,        10.59,               37000,            1,              56.0,          0,              24.67,           1
         11,        108000,            0,            34,        15.83,               37000,            1,              75.0,          0,              34.26,           1
          1,        248000,            0,            26,        23.38,               36000,            2,              64.0,          0,              14.52,           1
          4,        449000,            1,            32,        16.28,               91000,            1,              69.0,         32,              20.27,           0
         15,        164000,            1,            12,        25.87,               58000,            1,              47.0,         55,              35.37,           1
          4,        218000,            0,             6,        22.25,               54000,            2,              77.0,          0,              24.77,           1
          1,        431000,            0,            20,         5.09,              152000,            1,              74.0,          0,              35.27,           0
          9,        328000,            0,            19,        19.38,               58000,            1,              39.0,          0,              17.68,           0
          3,        388000,            1,            16,        19.54,               84000,            3,              64.0,         53,              21.65,           1
          5,        146000,            0,             4,        13.28,               51000,            2,              25.0,          0,              34.93,           0
          6,        372000,            0,            32,        11.71,               55000,            2,              58.0,          0,              14.78,           1
          8,        152000,            1,            18,         4.7 ,               56000,            2,              44.0,         46,              36.84,           1
          6,        494000,            1,             5,        15.05,               95000,            2,              97.0,          7,              19.23,           1
          3,        302000,            0,             6,        12.09,              118000,            1,              73.0,          0,              39.07,           1
          6,        363000,            0,            14,        28.68,              126000,            2,              37.0,          0,              34.71,           1
          1,        103000,            0,            49,        21.2 ,               24000,            2,              65.0,          0,              23.3 ,           0
          4,        163000,            1,            18,        15.42,               53000,            1,              69.0,         33,              32.52,           1
          6,        113000,            0,            10,        23.37,               30000,            1,              71.0,          0,              26.55,           1
          7,        226000,            0,            23,        24.03,               80000,            1,              24.0,          0,              35.4 ,           1
         11,        178000,            0,            18,        15.97,               45000,            1,              50.0,          0,              25.28,           1
         13,        380000,            0,             4,         5.05,              151000,            1,              44.0,          0,              39.74,           1
         11,         99000,            0,            32,        24.07,               14000,            1,              36.0,          0,              14.14,           1
         10,        388000,            0,            47,         5.44,              118000,            2,              33.0,          0,              30.41,           1
          3,         71000,            0,             6,        25.88,               12000,            2,              61.0,          0,              16.9 ,           0
          9,        141000,            0,            26,        12.02,               22000,            3,              32.0,          0,              15.6 ,           1
         12,        406000,            0,             6,        20.23,               90000,            2,              58.0,          0,              22.17,           0
         12,        384000,            0,            35,        22.99,               81000,            1,              43.0,          0,              21.09,           1
          7,        264000,            0,            41,         3.95,               30000,            1,              35.0,          0,              11.36,           1
         14,         72000,            0,            43,        13.38,               16000,            2,              67.0,          0,              22.22,           1
          1,        324000,            0,             5,        19.31,              125000,            1,              42.0,          0,              38.58,           1
          2,        233000,            1,            14,        25.9 ,               56000,            1,              43.0,         48,              24.03,           0
          1,        192000,            0,             2,        22.38,               37000,            3,              71.0,          0,              19.27,           1
         11,        338000,            1,            40,        27.2 ,              130000,            1,              63.0,         36,              38.46,           1
          9,        246000,            0,            13,         5.23,               62000,            2,              69.0,          0,              25.2 ,           1
          9,         92000,            0,             5,         4.94,               17000,            3,              53.0,          0,              18.48,           0
          7,        462000,            1,            47,        22.27,              155000,            2,              99.0,          6,              33.55,           1
         10,        400000,            0,            36,        13.76,               67000,            1,              45.0,          0,              16.75,           1
          3,         75000,            1,            36,        16.0 ,               13000,            3,              54.0,         27,              17.33,           1
         13,        286000,            0,            19,        19.32,               56000,            1,              21.0,          0,              19.58,           0
         15,         88000,            0,            20,        29.62,               19000,            3,              67.0,          0,              21.59,           1
          5,        427000,            0,            22,         4.81,              117000,            1,              67.0,          0,              27.4 ,           0
         15,        326000,            1,            31,         5.94,               83000,            1,              47.0,          7,              25.46,           0
          4,        128000,            1,            41,        25.39,               41000,            1,             103.0,         46,              32.03,           1
          7,         59000,            0,            47,         3.55,               19000,            1,              77.0,          0,              32.2 ,           1
         14,         64000,            0,            44,        15.16,                7000,            1,              42.0,          0,              10.94,           1
          9,        278000,            0,             4,        23.9 ,               39000,            2,              29.0,          0,              14.03,           1
         12,        380000,            1,             3,         8.27,               63000,            2,              50.0,         41,              16.58,           1
          2,        104000,            0,            37,         8.05,               29000,            2,              76.0,          0,              27.88,           1
         13,        150000,            0,            25,        11.38,               55000,            3,              57.0,          0,              36.67,           1
          8,        197000,            0,            49,         7.05,               39000,            1,              75.0,          0,              19.8 ,           1
         15,        148000,            1,            37,        21.32,               58000,            1,              39.0,         33,              39.19,           1
          9,        226000,            0,             4,         8.4 ,               34000,            2,              79.0,          0,              15.04,           1
         10,        302000,            1,            39,         9.13,              114000,            1,              76.0,         11,              37.75,           1
         14,        358000,            1,             7,        18.52,              122000,            1,              57.0,         14,              34.08,           1
         10,        484000,            0,             7,        29.12,              105000,            2,              50.0,          0,              21.69,           0
          9,        469000,            0,            49,        27.67,               76000,            1,              69.0,          0,              16.2 ,           1
         14,        307000,            0,            25,        26.34,               67000,            2,              28.0,          0,              21.82,           0
         10,        380000,            0,            15,        17.33,               62000,            1,              57.0,          0,              16.32,           1
         14,        478000,            0,             7,        11.04,              128000,            3,              62.0,          0,              26.78,           0
          7,         88000,            1,            47,        22.06,               24000,            1,              63.0,         28,              27.27,           1
         15,         53000,            1,             4,        13.52,               18000,            2,              67.0,         11,              33.96,           1
          9,         63000,            1,            34,        24.0 ,               16000,            3,              83.0,         26,              25.4 ,           0
          9,        304000,            1,            45,         3.44,               62000,            1,             104.0,         22,              20.39,           1
         14,        393000,            0,            44,        17.3 ,              147000,            1,              53.0,          0,              37.4 ,           1
          3,        215000,            0,            42,        12.11,               27000,            2,              62.0,          0,              12.56,           0
          4,        295000,            0,            19,         9.72,              101000,            2,              39.0,          0,              34.24,           1
          2,        282000,            0,            47,        20.87,               63000,            2,              40.0,          0,              22.34,           0
         10,         93000,            0,            49,        20.78,               14000,            1,              73.0,          0,              15.05,           1
          3,        195000,            0,            38,         4.0 ,               27000,            3,              26.0,          0,              13.85,           1
         11,         59000,            1,            27,        28.59,               10000,            2,              47.0,         17,              16.95,           0
         11,        100000,            1,             5,        12.77,               14000,            1,              48.0,         35,              14.0 ,           1
          5,        415000,            1,            13,        27.77,               99000,            2,              37.0,         30,              23.86,           1
          5,        423000,            0,            46,        18.76,               87000,            1,              60.0,          0,              20.57,           0
          6,        411000,            1,            14,        20.62,               85000,            2,              91.0,          8,              20.68,           0
         13,        377000,            0,            30,        28.93,               55000,            1,              22.0,          0,              14.59,           0
          7,        407000,            0,            47,        25.2 ,              121000,            2,              35.0,          0,              29.73,           0
          7,        352000,            0,            48,         6.78,               99000,            2,              75.0,          0,              28.12,           1
          1,        351000,            0,            10,         3.14,              139000,            2,              48.0,          0,              39.6 ,           0
         14,        350000,            1,            32,        11.33,               53000,            1,              93.0,         55,              15.14,           1
          2,        281000,            0,             1,        16.19,               98000,            3,              77.0,          0,              34.88,           1
         12,        214000,            0,            24,        22.77,               24000,            3,              79.0,          0,              11.21,           1
          9,        379000,            0,            29,        20.85,               46000,            2,              44.0,          0,              12.14,           1
         10,        184000,            1,            43,        11.45,               54000,            2,              55.0,         26,              29.35,           1
          2,        294000,            0,             7,        17.63,               65000,            1,              65.0,          0,              22.11,           1
          6,        245000,            1,            31,        20.58,               41000,            1,              70.0,         51,              16.73,           0
         11,        174000,            0,            17,        16.87,               18000,            1,              60.0,          0,              10.34,           0
         11,        489000,            0,            30,        21.6 ,              146000,            2,              52.0,          0,              29.86,           1
          1,        166000,            0,            25,        16.1 ,               39000,            1,              51.0,          0,              23.49,           0
          3,        189000,            0,            28,        17.3 ,               29000,            1,              39.0,          0,              15.34,           1
          2,        123000,            0,            36,        28.4 ,               48000,            1,              56.0,          0,              39.02,           1
          3,        420000,            1,             7,        13.51,               86000,            3,              56.0,         28,              20.48,           1
          5,        314000,            1,            35,        23.4 ,               60000,            2,              52.0,         14,              19.11,           0
         11,        326000,            0,            20,        12.04,               83000,            1,              58.0,          0,              25.46,           0
         10,        419000,            0,            14,        11.96,               77000,            1,              58.0,          0,              18.38,           0
          6,        204000,            0,            30,        28.02,               37000,            1,              55.0,          0,              18.14,           1
          9,        137000,            1,             1,        21.86,               53000,            3,              74.0,         12,              38.69,           1
         12,        139000,            0,            38,        28.08,               25000,            1,              45.0,          0,              17.99,           0
         11,        380000,            1,            41,        29.85,              107000,            3,              85.0,         12,              28.16,           1
         15,        326000,            1,            25,         3.01,               36000,            1,              40.0,         47,              11.04,           1
         15,        143000,            0,            34,        29.55,               21000,            3,              49.0,          0,              14.69,           0
         10,        115000,            0,             8,         5.72,               12000,            3,              55.0,          0,              10.43,           1
         12,        104000,            1,            20,         4.9 ,               27000,            2,              56.0,         18,              25.96,           1
         12,        333000,            0,            30,        23.73,               82000,            3,              21.0,          0,              24.62,           1
         13,         50000,            0,             4,        12.45,               10000,            2,              62.0,          0,              20.0 ,           1
          4,         58000,            0,            21,        27.78,               18000,            1,              47.0,          0,              31.03,           1
          7,        225000,            0,            27,        17.7 ,               65000,            3,              29.0,          0,              28.89,           0
          6,        361000,            0,            10,        13.43,              101000,            1,              78.0,          0,              27.98,           1
          2,        363000,            0,            23,         4.98,               73000,            1,              77.0,          0,              20.11,           0
         10,        244000,            0,            33,        15.55,               48000,            1,              30.0,          0,              19.67,           1
         11,        361000,            1,            11,        10.5 ,              131000,            1,              82.0,         30,              36.29,           1
         11,        284000,            0,            41,         5.07,               75000,            2,              51.0,          0,              26.41,           1
         11,        490000,            0,            19,        21.1 ,               89000,            1,              37.0,          0,              18.16,           1
         15,        123000,            0,            11,        29.39,               32000,            2,              61.0,          0,              26.02,           0
         15,        320000,            1,             4,        13.23,               58000,            1,              63.0,         49,              18.12,           1
          8,        271000,            0,            23,        11.03,               42000,            3,              74.0,          0,              15.5 ,           1
          7,        138000,            0,             5,         5.43,               25000,            1,              62.0,          0,              18.12,           1
         15,        387000,            0,            49,         9.02,              112000,            1,              50.0,          0,              28.94,           0
         15,        174000,            0,             5,        10.69,               44000,            1,              47.0,          0,              25.29,           1
          7,        222000,            0,            18,        12.29,               33000,            2,              22.0,          0,              14.86,           1
         14,        219000,            0,            17,        20.12,               82000,            1,              30.0,          0,              37.44,           1
         15,        160000,            0,             3,         6.1 ,               40000,            2,              23.0,          0,              25.0 ,           1
          8,        244000,            1,            43,         4.58,               82000,            2,              49.0,         51,              33.61,           1
         12,        263000,            0,            49,        28.13,               52000,            1,              24.0,          0,              19.77,           1
         12,        385000,            1,             8,        24.58,              149000,            3,              41.0,         36,              38.7 ,           1
         13,        394000,            0,            40,        10.51,              128000,            1,              67.0,          0,              32.49,           0
         14,        121000,            0,            23,        20.25,               29000,            2,              49.0,          0,              23.97,           0
         11,        317000,            1,            23,        19.0 ,              118000,            2,              80.0,         37,              37.22,           1
          1,        453000,            0,             2,        23.06,              143000,            1,              30.0,          0,              31.57,           0
         15,         99000,            0,            39,        26.2 ,               23000,            2,              70.0,          0,              23.23,           1
         13,        263000,            0,            21,        12.66,              103000,            2,              26.0,          0,              39.16,           1
          1,        388000,            0,            24,        20.84,               74000,            1,              39.0,          0,              19.07,           0
          8,        325000,            0,            38,        24.66,               58000,            1,              42.0,          0,              17.85,           0
          4,         95000,            0,            20,        21.88,               35000,            3,              34.0,          0,              36.84,           1
          5,        228000,            1,            39,        27.9 ,               71000,            1,              47.0,         39,              31.14,           0
          8,        278000,            0,            27,        16.36,               57000,            2,              58.0,          0,              20.5 ,           0
          5,        498000,            1,            44,        24.67,               84000,            1,              35.0,         56,              16.87,           1
         10,        130000,            0,            39,        27.56,               20000,            2,              67.0,          0,              15.38,           0
          4,        492000,            0,             7,        18.04,               95000,            1,              23.0,          0,              19.31,           1
         12,        219000,            0,            33,         3.47,               30000,            3,              78.0,          0,              13.7 ,           1
          6,        140000,            0,            29,        25.09,               20000,            2,              72.0,          0,              14.29,           1
         13,        236000,            0,            10,        25.84,               79000,            2,              45.0,          0,              33.47,           1
         15,        326000,            0,            10,        13.8 ,               39000,            1,              29.0,          0,              11.96,           0
         12,        146000,            1,            12,         9.19,               34000,            2,             100.0,          8,              23.29,           1
          5,        181000,            0,             3,        29.41,               40000,            1,              59.0,          0,              22.1 ,           0
         14,        435000,            0,             3,        17.89,              169000,            1,              50.0,          0,              38.85,           1
          7,        500000,            0,            13,        16.94,              120000,            1,              39.0,          0,              24.0 ,           1
         14,        193000,            1,            45,        28.54,               29000,            3,              69.0,         26,              15.03,           0
         10,        117000,            0,            31,        14.02,               15000,            1,              45.0,          0,              12.82,           1
          7,        407000,            0,            27,        25.9 ,              130000,            1,              48.0,          0,              31.94,           1
         13,        320000,            0,             6,        21.92,               46000,            2,              71.0,          0,              14.37,           0
          4,         95000,            0,            27,        29.13,               36000,            2,              77.0,          0,              37.89,           1
         12,        476000,            0,            35,        14.57,              127000,            2,              78.0,          0,              26.68,           1
         13,         85000,            0,            47,        27.51,               19000,            2,              74.0,          0,              22.35,           1
          5,        331000,            0,             9,        18.36,              101000,            1,              68.0,          0,              30.51,           1
         13,        241000,            0,             6,        15.85,               38000,            1,              47.0,          0,              15.77,           0
          3,        300000,            1,             6,        11.25,               64000,            3,              37.0,         31,              21.33,           1
         15,        146000,            0,            40,        17.92,               16000,            3,              58.0,          0,              10.96,           0
          4,        360000,            0,            26,        18.46,              131000,            1,              44.0,          0,              36.39,           1
         15,        482000,            0,            43,        27.26,              110000,            1,              61.0,          0,              22.82,           1
         14,        256000,            0,            19,        22.01,               84000,            1,              33.0,          0,              32.81,           0
          4,        285000,            0,            16,        25.31,              107000,            1,              66.0,          0,              37.54,           0
          3,        158000,            0,            41,        23.77,               47000,            1,              30.0,          0,              29.75,           1
         13,        451000,            0,            23,        10.47,               96000,            1,              69.0,          0,              21.29,           1
         10,        487000,            0,            11,         8.56,              139000,            1,              75.0,          0,              28.54,           1
          5,        404000,            1,            16,         9.98,               84000,            1,              97.0,         28,              20.79,           1
          5,        294000,            0,            29,         6.96,               79000,            1,              41.0,          0,              26.87,           1
         11,        481000,            0,            38,        13.42,              110000,            1,              43.0,          0,              22.87,           1
          7,        119000,            0,            49,        20.66,               17000,            1,              70.0,          0,              14.29,           1
          4,        265000,            0,            48,        17.5 ,               89000,            1,              62.0,          0,              33.58,           1
         13,        292000,            0,            20,        21.34,               73000,            1,              52.0,          0,              25.0 ,           1
          4,        271000,            0,            21,        12.61,               43000,            2,              78.0,          0,              15.87,           1
          9,        411000,            0,            28,         8.54,              151000,            2,              51.0,          0,              36.74,           1
          6,        352000,            0,            33,         8.47,              125000,            3,              35.0,          0,              35.51,           1
         15,        107000,            0,            40,        19.22,               29000,            3,              61.0,          0,              27.1 ,           1
          4,        206000,            1,            26,         7.44,               81000,            1,              81.0,         46,              39.32,           1
          2,        203000,            0,            10,        13.72,               77000,            3,              32.0,          0,              37.93,           0
          6,        305000,            0,            34,         8.75,              113000,            1,              29.0,          0,              37.05,           1
          2,        181000,            0,             9,        20.89,               25000,            1,              41.0,          0,              13.81,           0
          5,        103000,            0,            36,        19.62,               19000,            2,              78.0,          0,              18.45,           1
          6,        344000,            0,            11,        13.29,               77000,            1,              29.0,          0,              22.38,           1
          4,        433000,            0,            10,         6.48,              151000,            1,              48.0,          0,              34.87,           1
         14,        469000,            0,            46,         8.72,              169000,            1,              40.0,          0,              36.03,           0
         13,        488000,            0,             7,        15.75,              159000,            1,              77.0,          0,              32.58,           0
          3,        402000,            0,            38,        29.25,               97000,            1,              43.0,          0,              24.13,           1
          7,        113000,            0,            16,        10.31,               17000,            2,              34.0,          0,              15.04,           1
          2,        434000,            0,            26,         8.16,               48000,            1,              49.0,          0,              11.06,           1
         13,        230000,            1,            32,         8.96,               71000,            2,              50.0,         32,              30.87,           0
         11,        378000,            0,            31,        22.12,              151000,            3,              43.0,          0,              39.95,           1
         14,        289000,            0,            32,        27.7 ,               59000,            1,              64.0,          0,              20.42,           1
          6,        423000,            0,            45,         5.03,              114000,            1,              56.0,          0,              26.95,           1
         13,        241000,            0,            12,        23.23,               83000,            2,              21.0,          0,              34.44,           1
          4,         78000,            1,            27,        16.35,               12000,            2,              79.0,         37,              15.38,           1
          6,        301000,            0,            22,        25.28,              105000,            2,              69.0,          0,              34.88,           0
          4,        127000,            0,            15,        14.38,               37000,            2,              54.0,          0,              29.13,           0
          4,        484000,            0,             8,         3.14,              131000,            3,              48.0,          0,              27.07,           1
         15,        287000,            0,             4,        21.44,               94000,            3,              45.0,          0,              32.75,           1
          4,        299000,            0,             8,        24.82,               52000,            1,              52.0,          0,              17.39,           1
          9,        458000,            0,            23,        27.35,              130000,            2,              24.0,          0,              28.38,           1
          7,        331000,            0,            16,        18.36,               57000,            1,              68.0,          0,              17.22,           0
          3,        186000,            0,            48,         6.3 ,               29000,            1,              71.0,          0,              15.59,           0
          3,        183000,            0,            34,        12.99,               53000,            3,              56.0,          0,              28.96,           1
          6,        276000,            1,            22,        24.17,               50000,            1,             106.0,         33,              18.12,           0
          6,        440000,            0,            49,        16.35,              138000,            1,              53.0,          0,              31.36,           0
          4,        408000,            0,            23,        21.88,              104000,            2,              22.0,          0,              25.49,           1
         15,        483000,            1,             5,         3.13,              149000,            2,              67.0,         29,              30.85,           1
         15,         82000,            1,            37,         4.97,               30000,            2,              74.0,          7,              36.59,           1
          9,        171000,            0,            44,        21.39,               24000,            2,              32.0,          0,              14.04,           1
          4,         86000,            0,             7,        10.84,               10000,            2,              52.0,          0,              11.63,           0
          9,        388000,            0,            37,        13.48,               85000,            2,              47.0,          0,              21.91,           1
          4,        113000,            0,            26,        20.34,               36000,            2,              30.0,          0,              31.86,           1
          2,         95000,            1,            28,         6.02,               35000,            1,              63.0,         41,              36.84,           0
          2,        303000,            1,             4,        25.48,               33000,            2,              90.0,         34,              10.89,           1
          5,        235000,            0,            49,         6.9 ,               79000,            2,              51.0,          0,              33.62,           1
          4,        372000,            1,            32,        22.8 ,               46000,            1,              51.0,         37,              12.37,           0
          7,        269000,            0,            38,        10.9 ,               74000,            1,              61.0,          0,              27.51,           1
         14,        241000,            1,            46,        10.02,               49000,            1,             101.0,         57,              20.33,           1
         11,        241000,            1,             9,        25.17,               25000,            2,              68.0,         44,              10.37,           1
          5,        442000,            0,            36,        17.91,               57000,            2,              24.0,          0,              12.9 ,           0
          6,        228000,            0,            26,         8.55,               47000,            1,              75.0,          0,              20.61,           1
         10,        200000,            0,            11,         3.07,               77000,            3,              61.0,          0,              38.5 ,           1
          4,        202000,            1,            20,        29.27,               30000,            1,             100.0,         45,              14.85,           0
         13,        138000,            1,            48,        14.65,               25000,            1,              74.0,         37,              18.12,           1
         12,        437000,            0,            48,        13.73,              174000,            1,              27.0,          0,              39.82,           0
          2,        116000,            0,            48,         4.36,               28000,            1,              46.0,          0,              24.14,           1
         13,        459000,            0,            38,        27.15,               82000,            1,              23.0,          0,              17.86,           1
         10,        178000,            1,            15,         6.8 ,               51000,            1,              52.0,         54,              28.65,           1
          9,        455000,            0,            35,        12.06,              105000,            1,              67.0,          0,              23.08,           1
         10,        406000,            0,             9,        14.37,              145000,            3,              53.0,          0,              35.71,           1
         15,        312000,            0,            33,        24.87,               32000,            2,              48.0,          0,              10.26,           1
          7,        351000,            1,            11,        12.71,              140000,            1,              84.0,         51,              39.89,           1
          4,        197000,            1,            22,        17.35,               24000,            1,              42.0,         40,              12.18,           1
          3,        308000,            0,             6,        14.58,               80000,            1,              52.0,          0,              25.97,           1
         10,        182000,            0,            37,        11.42,               56000,            1,              59.0,          0,              30.77,           1
